"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000003551,용연초등학교,초등학교,2004-03-01,공립,본교,운영,울산광역시 남구 야음동 789-11,울산광역시 남구 야음로26번길 7,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.525172438,129.32436998,2021-09-15
B000003585,굴화초등학교,초등학교,2000-05-06,공립,본교,운영,울산광역시 울주군 범서읍 굴화리 52-3,울산광역시 울주군 범서읍 굴화3길 30,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.553680163,129.26126738,2021-09-15
B000002455,태종대초등학교,초등학교,1983-03-01,공립,본교,운영,부산광역시 영도구 동삼동 962,부산광역시 영도구 태종로802번길 38,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2021-07-05,35.06585221,129.07914869,2021-09-15
B000008490,하남중학교,중학교,1993-02-20,공립,본교,운영,부산광역시 사하구 하단동 1181-2,부산광역시 사하구 하신번영로 206,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2021-07-05,35.099623469,128.9589257,2021-09-15
B000002474,사남초등학교,초등학교,1983-03-01,공립,본교,운영,부산광역시 사하구 괴정동 1206-9,부산광역시 사하구 장평로 390,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2021-07-05,35.096065069,128.98305212,2021-09-15
B000011780,함양제일고등학교,고등학교,1951-09-25,공립,본교,운영,경상남도 함양군 함양읍 교산리 210,경상남도 함양군 함양읍 함양배움길 27,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2021-07-05,35.525252159,127.73237668,2021-09-15
B000002934,대구화동초등학교,초등학교,2005-03-01,공립,본교,운영,대구광역시 달성군 화원읍 본리리 104-1,대구광역시 달성군 화원읍 성암로 38,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2021-07-05,35.799545837,128.50969288,2021-09-15
B000004574,용신초등학교,초등학교,2000-05-06,공립,본교,운영,경기도 남양주시 진건읍 신월리 87,경기도 남양주시 진건읍 사릉로 474,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.661005074,127.17334237,2021-09-15
B000012203,능인고등학교,고등학교,1939-10-09,사립,본교,운영,대구광역시 수성구 지산동 800,대구광역시 수성구 무학로 207,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.832108473,128.63255797,2021-09-15
B000007429,매화초등학교,초등학교,1923-04-01,공립,본교,운영,경상북도 울진군 매화면 매화리 1135,경상북도 울진군 매화면 매화4길 21-4,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2021-07-05,36.913924597,129.38154047,2021-09-15
B000013177,포항보건고등학교,고등학교,1982-11-30,사립,본교,운영,경상북도 포항시 북구 죽장면 입암리 650-1,경상북도 포항시 북구 죽장면 일광길 2,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2021-07-05,36.163916631,129.09322893,2021-09-15
B000004546,고양초등학교,초등학교,1909-05-01,공립,본교,운영,경기도 고양시 덕양구 고양동 236,경기도 고양시 덕양구 혜음로13번길 22-7,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.703124141,126.89963097,2021-09-15
B000004479,풍산초등학교,초등학교,2002-03-02,공립,본교,운영,경기도 고양시 일산동구 풍동 1284,경기도 고양시 일산동구 숲속마을로 51,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.666870385,126.79670568,2021-09-15
B000004752,덕도초등학교,초등학교,1971-03-01,공립,본교,운영,경기도 양주시 광적면 석우리 525-14,경기도 양주시 광적면 광적로224번길 122,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2021-07-05,37.841157802,126.9776373,2021-09-15
B000003267,금호초등학교,초등학교,1994-03-30,공립,본교,운영,광주광역시 서구 쌍촌동 1249,광주광역시 서구 금부로95번길 26-11,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.14277758,126.85922799,2021-09-15
B000003344,하남중앙초등학교,초등학교,1990-04-06,공립,본교,운영,광주광역시 광산구 월곡동 540,광주광역시 광산구 산정로6번길 21-20,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.168700509,126.80498148,2021-09-15
B000002529,오륙도초등학교,초등학교,2008-09-01,공립,본교,운영,부산광역시 남구 용호동 946,부산광역시 남구 오륙도로 57,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2021-07-05,35.104239047,129.11618644,2021-09-15
B000010950,물야중학교,중학교,1971-03-22,공립,본교,운영,경상북도 봉화군 물야면 오록리 465,경상북도 봉화군 물야면 오록4길 11,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2021-07-05,36.978117341,128.73877263,2021-09-15
B000009090,진장중학교,중학교,2004-03-01,공립,본교,운영,울산광역시 북구 진장동 687-5,울산광역시 북구 진장10길 24,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2021-07-05,35.56362477,129.35832446,2021-09-15
B000007425,후포동부초등학교,초등학교,1960-04-01,공립,본교,운영,경상북도 울진군 후포면 후포리 427-1,경상북도 울진군 후포면 후포6길 75,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2021-07-05,36.686345527,129.46311553,2021-09-15
B000010962,후포중학교,중학교,1955-05-13,공립,본교,운영,경상북도 울진군 후포면 후포리 1015,경상북도 울진군 후포면 후포로 41,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2021-07-05,36.680311873,129.44593749,2021-09-15
B000007448,봉덕초등학교,초등학교,1957-09-23,공립,본교,운영,경상남도 창원시 마산회원구 봉암동 435-3,경상남도 창원시 마산회원구 봉덕1길 14,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2021-07-05,35.2224257,128.59478951,2021-09-15
B000003255,송학초등학교,초등학교,1927-10-04,공립,본교,운영,광주광역시 서구 세하동 532,광주광역시 서구 눌재로 408,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.113045847,126.8303713,2021-09-15
B000009440,예당중학교,중학교,2011-05-15,공립,본교,운영,경기도 화성시 석우동 61-1,경기도 화성시 노작로 226-35,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2021-07-05,37.208065312,127.0792785,2021-09-15
B000003994,손곡초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 용인시 수지구 동천동 867,경기도 용인시 수지구 손곡로 68,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2021-07-05,37.336865387,127.09500362,2021-09-15
B000023799,광양용강중학교,중학교,2015-10-06,공립,본교,운영,전라남도 광양시 광양읍 용강리 925,전라남도 광양시 광양읍 용강1길 24,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2013-11-29,2021-07-05,34.97528047,127.61082947,2021-09-15
B000004542,고양화수초등학교,초등학교,1995-09-01,공립,본교,운영,경기도 고양시 덕양구 화정동 860,경기도 고양시 덕양구 화수로 25,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.645379189,126.8327312,2021-09-15
B000004498,중산초등학교,초등학교,1995-07-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1575-3,경기도 고양시 일산동구 탄중로 373,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.690444483,126.78355707,2021-09-15
B000023114,지산고등학교,고등학교,2016-03-01,공립,본교,운영,경기도 파주시 와동동 1612,경기도 파주시 가람로21번길 27-37,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.73542762,126.74987099,2021-09-15
B000004569,남양주미금초등학교,초등학교,1983-10-08,공립,본교,운영,경기도 남양주시 다산동 4028-14,경기도 남양주시 미금로56번길 32-13,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.60893592,127.15515366,2021-09-15
B000004579,남양주송라초등학교,초등학교,2002-09-01,공립,본교,운영,경기도 남양주시 화도읍 마석우리 590,경기도 남양주시 화도읍 마석로45번길 33,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.654459771,127.3016823,2021-09-15
B000004713,적암초등학교,초등학교,1960-04-01,공립,본교,운영,경기도 파주시 적성면 적암리 83-2,경기도 파주시 적성면 율곡로 3042,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.987863411,127.0039169,2021-09-15
B000009446,발안중학교,중학교,1950-05-15,공립,본교,운영,경기도 화성시 향남읍 평리 63-18,경기도 화성시 향남읍 발안로 73,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2021-07-05,37.13284524,126.91870186,2021-09-15
B000004307,나룰초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 하남시 덕풍동 803,경기도 하남시 덕풍북로 260,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2021-07-05,37.548558262,127.20919301,2021-09-15
B000001993,동광초등학교,초등학교,2001-03-05,사립,본교,운영,서울특별시 금천구 시흥동 산100-6,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.45199688,126.91581992,2021-09-15
B000009580,대화중학교,중학교,1995-06-05,공립,본교,운영,경기도 고양시 일산서구 대화동 2230,경기도 고양시 일산서구 고양대로 348,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.67381374,126.74447686,2021-09-15
B000009577,고양송산중학교,중학교,2006-03-01,공립,본교,운영,경기도 고양시 일산서구 가좌동 1100,경기도 고양시 일산서구 가좌2로 15,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.687864946,126.7220035,2021-09-15
B000004501,상탄초등학교,초등학교,1995-03-01,공립,본교,운영,경기도 고양시 일산서구 탄현동 1483,경기도 고양시 일산서구 현중로 47,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.695134697,126.76669452,2021-09-15
B000004680,청암초등학교,초등학교,2001-09-01,공립,본교,운영,경기도 파주시 목동동 868,경기도 파주시 청암로 16,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.730876353,126.73785068,2021-09-15
B000004635,동암초등학교,초등학교,2005-09-01,공립,본교,운영,경기도 의정부시 장암동 37-52,경기도 의정부시 장곡로 206,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2021-07-05,37.72314428,127.05428327,2021-09-15
B000004651,동오초등학교,초등학교,1996-03-01,공립,본교,운영,경기도 의정부시 신곡동 669-3,경기도 의정부시 추동로23번길 10,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2021-07-05,37.74456302,127.05843816,2021-09-15
B000006579,담양동초등학교,초등학교,1908-03-15,공립,본교,운영,전라남도 담양군 담양읍 객사리 271,전라남도 담양군 담양읍 추성로 1323,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2013-11-29,2021-07-05,35.320306458,126.983573,2021-09-15
B000003118,인천양촌초등학교,초등학교,2007-03-01,공립,본교,운영,인천광역시 계양구 병방동 3,인천광역시 계양구 장제로 954,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2021-07-05,37.5506269,126.74437247,2021-09-15
B000009688,회천중학교,중학교,2006-03-01,공립,본교,운영,경기도 양주시 고암동 122-2,경기도 양주시 고암길 77,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2021-07-05,37.832643462,127.07093843,2021-09-15
B000004578,답내초등학교,초등학교,1946-04-15,공립,본교,운영,경기도 남양주시 화도읍 답내리 270-2,경기도 남양주시 화도읍 경춘로2347번길 44-7,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.662390954,127.34730131,2021-09-15
B000004158,창신초등학교,초등학교,1967-03-02,공립,본교,운영,경기도 평택시 오성면 신리 59-1,경기도 평택시 오성면 창신뜰길 138,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2021-07-05,37.004308911,127.0067541,2021-09-15
B000009676,광탄중학교,중학교,1966-12-19,사립,본교,운영,경기도 파주시 광탄면 신산리 232,경기도 파주시 광탄면 혜음로 1128,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.781944083,126.84732142,2021-09-15
B000004520,고양신일초등학교,초등학교,1995-06-01,공립,본교,운영,경기도 고양시 일산서구 일산동 1075,경기도 고양시 일산서구 강선로 183,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.679549622,126.77083024,2021-09-15
B000004676,파주대원초등학교,초등학교,2001-03-01,공립,본교,운영,경기도 파주시 조리읍 대원리 203,경기도 파주시 조리읍 대원로 30,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.727347305,126.81968436,2021-09-15
B000012722,금촌고등학교,고등학교,2005-03-01,공립,본교,운영,경기도 파주시 금릉동 451,경기도 파주시 쇠재1길 18,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.750196706,126.77876472,2021-09-15
B000004611,남양주송촌초등학교,초등학교,1950-05-20,공립,본교,운영,경기도 남양주시 조안면 송촌리 692,경기도 남양주시 조안면 북한강로499번길 30,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.567701327,127.31823282,2021-09-15
B000013294,마산가포고등학교,고등학교,1996-02-23,공립,본교,운영,경상남도 창원시 마산합포구 가포동 494-1,경상남도 창원시 마산합포구 가포로 262,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2021-07-05,35.167490216,128.5711686,2021-09-15
B000003538,농서초등학교,초등학교,1945-06-01,공립,본교,운영,울산광역시 북구 달천동 1-19,울산광역시 북구 가재길 57,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2021-07-05,35.631688397,129.3299606,2021-09-15
B000012696,진건고등학교,고등학교,2001-01-05,공립,본교,운영,경기도 남양주시 진건읍 송능리 62-1,경기도 남양주시 진건읍 진건오남로 369-1,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.674527535,127.19778139,2021-09-15
B000002907,대구신당초등학교,초등학교,1994-09-01,공립,본교,운영,대구광역시 달서구 신당동 1844-2,대구광역시 달서구 서당로 14,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2021-07-05,35.853294842,128.4962674,2021-09-15
B000002914,대구용전초등학교,초등학교,1999-02-08,공립,본교,운영,대구광역시 달서구 용산동 913,대구광역시 달서구 용산로 260,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2021-07-05,35.86109075,128.53121388,2021-09-15
B000012423,울산경의고등학교,고등학교,1966-03-10,사립,본교,운영,울산광역시 울주군 상북면 산전리 435,울산광역시 울주군 상북면 상북로 248,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.588520318,129.09327478,2021-09-15
B000004784,외북초등학교,초등학교,1946-12-01,공립,본교,운영,경기도 포천시 신북면 계류리 54-3,경기도 포천시 신북면 포천로 2199,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,37.946911776,127.18731263,2021-09-15
B000004096,시흥도원초등학교,초등학교,2003-04-01,공립,본교,운영,경기도 시흥시 신천동 438-1,경기도 시흥시 수인로3413번길 34,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-07-05,37.440114101,126.77798676,2021-09-15
B000009396,시흥매화중학교,중학교,2008-03-01,공립,본교,운영,경기도 시흥시 매화동 269,경기도 시흥시 매화로 71,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-07-05,37.413190477,126.81596381,2021-09-15
B000011742,경북드론고등학교,고등학교,1993-04-01,공립,본교,운영,경상북도 청도군 풍각면 송서리 553-6,경상북도 청도군 풍각면 헐티로 185,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2021-07-05,35.641224931,128.6207782,2021-09-15
B000002082,서울대학교사범대학부설초등학교,초등학교,1946-08-22,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.577599703,127.00429552,2021-09-15
B000012367,대전둔원고등학교,고등학교,2003-03-20,공립,본교,운영,대전광역시 서구 갈마동 1243,대전광역시 서구 대덕대로 101,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2021-07-05,36.342831372,127.3733872,2021-09-15
B000009027,대전둔원중학교,중학교,1995-03-04,공립,본교,운영,대전광역시 서구 갈마동 1416,대전광역시 서구 괴정로11번길 73,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2021-07-05,36.342732556,127.3766789,2021-09-15
B000007419,울진초등학교,초등학교,1912-05-25,공립,본교,운영,경상북도 울진군 울진읍 읍내리 479,경상북도 울진군 울진읍 울진중앙로 143,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2021-07-05,36.995592629,129.40059242,2021-09-15
B000023776,유가중학교,중학교,2017-03-01,공립,본교,운영,대구광역시 달성군 유가읍 봉리 626,대구광역시 달성군 유가읍 테크노대로5길 20,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2021-07-05,35.691122293,128.46765644,2021-09-15
B000003558,신복초등학교,초등학교,2005-03-01,공립,본교,운영,울산광역시 남구 무거동 810,울산광역시 남구 신복로 74,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.550269912,129.25396341,2021-09-15
B000002222,서울염경초등학교,초등학교,2005-10-26,공립,본교,운영,서울특별시 강서구 염창동 79,서울특별시 강서구 양천로69길 49,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.555000672,126.87120465,2021-09-15
B000026692,한별중학교,중학교,2014-09-01,공립,본교,운영,경기도 남양주시 별내동 1055,경기도 남양주시 별내4로 70,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.648808566,127.11886286,2021-09-15
B000002772,대구동산초등학교,초등학교,1982-09-01,공립,본교,운영,대구광역시 수성구 범어동 678-3,대구광역시 수성구 동대구로42길 29,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.849141637,128.62807196,2021-09-15
B000004466,청운초등학교,초등학교,1924-04-18,공립,본교,운영,경기도 양평군 청운면 용두리 510-2,경기도 양평군 청운면 용두로156번길 30,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2021-07-05,37.55457051,127.71377104,2021-09-15
B000012684,능곡고등학교,고등학교,1962-03-01,공립,본교,운영,경기도 고양시 덕양구 토당동 394-3,경기도 고양시 덕양구 지도로 76,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.623961155,126.82550172,2021-09-15
B000008929,광주효광중학교,중학교,1972-03-09,공립,본교,운영,광주광역시 서구 쌍촌동 1212,광주광역시 서구 쌍촌로15번길 8,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.147125622,126.86343157,2021-09-15
B000009568,정발중학교,중학교,1995-05-01,공립,본교,운영,경기도 고양시 일산동구 마두동 811,경기도 고양시 일산동구 정발산로 115,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.659474399,126.78074563,2021-09-15
B000009578,대송중학교,중학교,2004-03-01,공립,본교,운영,경기도 고양시 일산서구 대화동 1492-1,경기도 고양시 일산서구 송포로 49,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.67086006,126.73086763,2021-09-15
B000004706,장파초등학교,초등학교,1963-10-02,공립,본교,운영,경기도 파주시 파평면 장파리 348-1,경기도 파주시 파평면 장마루5길 11,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.941367297,126.837545,2021-09-15
B000012406,삼일여자고등학교,고등학교,1993-05-31,사립,본교,운영,울산광역시 남구 선암동 650-6,울산광역시 남구 두왕로190번길 59,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.515931045,129.31677202,2021-09-15
B000010902,영해중학교,중학교,1951-10-30,공립,본교,운영,경상북도 영덕군 영해면 괴시리 115,경상북도 영덕군 영해면 예주길 135,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2013-11-29,2021-07-05,36.542337492,129.41322523,2021-09-15
B000009582,일산중학교,중학교,1953-04-23,공립,본교,운영,경기도 고양시 일산서구 일산동 966-50,경기도 고양시 일산서구 원일로 53,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.688971215,126.76833839,2021-09-15
B000004664,파주송화초등학교,초등학교,2001-09-01,공립,본교,운영,경기도 파주시 아동동 277,경기도 파주시 송화로 39,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.774596862,126.7792304,2021-09-15
B000009583,신일중학교,중학교,1994-05-01,공립,본교,운영,경기도 고양시 일산서구 일산동 1096,경기도 고양시 일산서구 고봉로 177,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.67661384,126.77414123,2021-09-15
B000008702,팔달중학교,중학교,1998-11-21,공립,본교,운영,대구광역시 북구 팔달동 74-3,대구광역시 북구 매천로2길 19-22,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2021-07-05,35.898947234,128.54491241,2021-09-15
B000009581,덕이중학교,중학교,2011-06-05,공립,본교,운영,경기도 고양시 일산서구 덕이동 1531,경기도 고양시 일산서구 하이파크3로 122,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.702915072,126.75363527,2021-09-15
B000004492,원중초등학교,초등학교,1967-03-02,공립,본교,운영,경기도 고양시 일산동구 식사동 1242-1,경기도 고양시 일산동구 위시티3로 67,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.675131597,126.81473103,2021-09-15
B000004685,가온초등학교,초등학교,2011-03-23,공립,본교,운영,경기도 파주시 목동동 687,경기도 파주시 가온로 134,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.720681034,126.74728016,2021-09-15
B000004700,갈현초등학교,초등학교,1949-05-20,공립,본교,운영,경기도 파주시 탄현면 갈현리 821-2,경기도 파주시 탄현면 평화로591번길 76,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.772067672,126.71682349,2021-09-15
B000004663,검산초등학교,초등학교,1948-04-01,공립,본교,운영,경기도 파주시 검산동 548-2,경기도 파주시 검산로 10,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.776412177,126.73865139,2021-09-15
B000004509,송포초등학교,초등학교,1935-01-25,공립,본교,운영,경기도 고양시 일산서구 가좌동 355-1,경기도 고양시 일산서구 송산로 379,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.685401223,126.72054047,2021-09-15
B000004540,백양초등학교,초등학교,1995-12-01,공립,본교,운영,경기도 고양시 덕양구 화정동 990,경기도 고양시 덕양구 화신로 238,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.632258033,126.8361005,2021-09-15
B000009602,고양제일중학교,중학교,1971-10-15,사립,본교,운영,경기도 고양시 덕양구 관산동 332,경기도 고양시 덕양구 통일로 820,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.690527527,126.85927871,2021-09-15
B000026333,인천가원초등학교,초등학교,2015-09-01,공립,본교,운영,인천광역시 서구 가정동 605-1,인천광역시 서구 청중로478번길 6,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2021-07-05,37.529218442,126.66412131,2021-09-15
B000009670,한빛중학교,중학교,2009-09-01,공립,본교,운영,경기도 파주시 야당동 992,경기도 파주시 한빛로 56,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.71464292,126.75488132,2021-09-15
B000013583,울진고등학교,고등학교,1951-10-19,공립,본교,운영,경상북도 울진군 울진읍 연지리 763-1,경상북도 울진군 울진읍 연지길 7,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2021-07-05,36.997356285,129.40587361,2021-09-15
B000009689,덕현중학교,중학교,2006-03-01,공립,본교,운영,경기도 양주시 고읍동 79-33,경기도 양주시 고읍로35번길 21,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2021-07-05,37.800259439,127.08008626,2021-09-15
B000009658,금촌중학교,중학교,2006-03-01,공립,본교,운영,경기도 파주시 금릉동 449,경기도 파주시 쇠재1길 21,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.751271148,126.77878626,2021-09-15
B000005900,태안초등학교,초등학교,1911-09-01,공립,본교,운영,충청남도 태안군 태안읍 남문리 315,충청남도 태안군 태안읍 백화로 49,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2021-07-05,36.75918853,126.29541487,2021-09-15
B000004155,서탄초등학교,초등학교,1930-08-22,공립,본교,운영,경기도 평택시 서탄면 금암리 233-1,경기도 평택시 서탄면 금암2길 121,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2021-07-05,37.1073282,127.03613941,2021-09-15
B000009607,금곡중학교,중학교,1955-05-03,공립,본교,운영,경기도 남양주시 금곡동 152-9,경기도 남양주시 경춘로 1008,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.633947395,127.21451171,2021-09-15
B000012682,고양일고등학교,고등학교,2008-03-01,공립,본교,운영,경기도 고양시 덕양구 고양동 248-17,경기도 고양시 덕양구 읍내로 13,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.699724399,126.90133553,2021-09-15
B000004675,능안초등학교,초등학교,2000-09-08,공립,본교,운영,경기도 파주시 조리읍 능안리 53-6,경기도 파주시 조리읍 능안로 145,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.740361086,126.79262122,2021-09-15
B000004674,덕암초등학교,초등학교,1969-11-16,공립,본교,운영,경기도 파주시 조리읍 뇌조리 457-1,경기도 파주시 조리읍 등원로 199,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.765331866,126.8194822,2021-09-15
B000007374,인평초등학교,초등학교,1997-09-01,공립,본교,운영,경상북도 칠곡군 북삼읍 인평리 656-1,경상북도 칠곡군 북삼읍 북삼로8길 10,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2021-07-05,36.072025616,128.33678964,2021-09-15
B000012692,호평고등학교,고등학교,2006-03-01,공립,본교,운영,경기도 남양주시 호평동 677,경기도 남양주시 호평로 109,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.657193862,127.2527555,2021-09-15
B000004517,한산초등학교,초등학교,2011-03-01,공립,본교,운영,경기도 고양시 일산서구 덕이동 379-28,경기도 고양시 일산서구 하이파크1로 56,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.695946252,126.75326159,2021-09-15
