사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6315196,2017050,2650010200,26500001  ,부산광역시 수영구1,부산광역시 수영구 수영동(돈내고 돈묵기 부근),5,5,0,3,2,0,129.1201048,35.17107633,"{""type"":""Polygon"",""coordinates"":[[[129.12190144,35.17107633],[129.12186692,35.17078982],[129.12176468,35.17051431],[129.12159866,35.1702604],[129.12137522,35.17003785],[129.12110297,35.1698552],[129.12079235,35.16971948],[129.12045532,35.16963591],[129.12010481,35.16960769],[129.11975431,35.16963591],[129.11941727,35.16971948],[129.11910666,35.1698552],[129.1188344,35.17003785],[129.11861097,35.1702604],[129.11844494,35.17051431],[129.11834271,35.17078982],[129.11830818,35.17107633],[129.11834271,35.17136285],[129.11844494,35.17163835],[129.11861097,35.17189226],[129.1188344,35.17211481],[129.11910666,35.17229745],[129.11941727,35.17243316],[129.11975431,35.17251673],[129.12010481,35.17254495],[129.12045532,35.17251673],[129.12079235,35.17243316],[129.12110297,35.17229745],[129.12137522,35.17211481],[129.12159866,35.17189226],[129.12176468,35.17163835],[129.12186692,35.17136285],[129.12190144,35.17107633]]]}"
6315197,2017050,2653010400,26530001  ,부산광역시 사상구1,부산광역시 사상구 괘법동(괴법교(동측) 부근),4,4,0,2,2,0,128.9766543,35.16351254,"{""type"":""Polygon"",""coordinates"":[[[128.97845092,35.16351254],[128.9784164,35.163226],[128.97831416,35.16295047],[128.97814814,35.16269654],[128.9779247,35.16247396],[128.97765245,35.1622913],[128.97734184,35.16215557],[128.9770048,35.16207198],[128.97665429,35.16204376],[128.97630379,35.16207198],[128.97596675,35.16215557],[128.97565614,35.1622913],[128.97538388,35.16247396],[128.97516045,35.16269654],[128.97499442,35.16295047],[128.97489219,35.163226],[128.97485766,35.16351254],[128.97489219,35.16379908],[128.97499442,35.16407461],[128.97516045,35.16432854],[128.97538388,35.16455111],[128.97565614,35.16473377],[128.97596675,35.16486949],[128.97630379,35.16495307],[128.97665429,35.1649813],[128.9770048,35.16495307],[128.97734184,35.16486949],[128.97765245,35.16473377],[128.9779247,35.16455111],[128.97814814,35.16432854],[128.97831416,35.16407461],[128.9784164,35.16379908],[128.97845092,35.16351254]]]}"
6302551,2017050,2653010300,26530002  ,부산광역시 사상구2,부산광역시 사상구 덕포동(사랑의교회 부근),4,4,0,1,1,2,128.9825858,35.16983266,"{""type"":""Polygon"",""coordinates"":[[[128.98438247,35.16983266],[128.98434795,35.16954614],[128.98424571,35.16927063],[128.98407968,35.16901672],[128.98385625,35.16879416],[128.98358399,35.16861151],[128.98327338,35.16847579],[128.98293634,35.16839222],[128.98258584,35.168364],[128.98223533,35.16839222],[128.9818983,35.16847579],[128.98158768,35.16861151],[128.98131543,35.16879416],[128.98109199,35.16901672],[128.98092597,35.16927063],[128.98082373,35.16954614],[128.98078921,35.16983266],[128.98082373,35.17011918],[128.98092597,35.17039469],[128.98109199,35.1706486],[128.98131543,35.17087115],[128.98158768,35.17105379],[128.9818983,35.17118951],[128.98223533,35.17127308],[128.98258584,35.1713013],[128.98293634,35.17127308],[128.98327338,35.17118951],[128.98358399,35.17105379],[128.98385625,35.17087115],[128.98407968,35.1706486],[128.98424571,35.17039469],[128.98434795,35.17011918],[128.98438247,35.16983266]]]}"
6315198,2017050,2711015600,27110001  ,대구광역시 중구1,대구광역시 중구 남산동(남문시장네거리 부근),5,8,0,2,3,3,128.5928754,35.86156334,"{""type"":""Polygon"",""coordinates"":[[[128.59467199,35.86156334],[128.59463746,35.86127928],[128.59453523,35.86100613],[128.5943692,35.8607544],[128.59414577,35.86053375],[128.59387351,35.86035267],[128.5935629,35.86021811],[128.59322586,35.86013525],[128.59287536,35.86010727],[128.59252485,35.86013525],[128.59218782,35.86021811],[128.5918772,35.86035267],[128.59160495,35.86053375],[128.59138151,35.8607544],[128.59121549,35.86100613],[128.59111325,35.86127928],[128.59107873,35.86156334],[128.59111325,35.8618474],[128.59121549,35.86212054],[128.59138151,35.86237227],[128.59160495,35.86259292],[128.5918772,35.86277399],[128.59218782,35.86290854],[128.59252485,35.8629914],[128.59287536,35.86301938],[128.59322586,35.8629914],[128.5935629,35.86290854],[128.59387351,35.86277399],[128.59414577,35.86259292],[128.5943692,35.86237227],[128.59453523,35.86212054],[128.59463746,35.8618474],[128.59467199,35.86156334]]]}"
6315199,2017050,2711010300,27110002  ,대구광역시 중구2,대구광역시 중구 동인동3가(동방철물 부근),4,5,0,2,2,1,128.6106864,35.87379709,"{""type"":""Polygon"",""coordinates"":[[[128.61248303,35.87379709],[128.61244851,35.87351307],[128.61234627,35.87323996],[128.61218025,35.87298827],[128.61195681,35.87276765],[128.61168456,35.8725866],[128.61137394,35.87245207],[128.61103691,35.87236922],[128.6106864,35.87234125],[128.6103359,35.87236922],[128.60999886,35.87245207],[128.60968825,35.8725866],[128.60941599,35.87276765],[128.60919256,35.87298827],[128.60902653,35.87323996],[128.60892429,35.87351307],[128.60888977,35.87379709],[128.60892429,35.8740811],[128.60902653,35.87435421],[128.60919256,35.8746059],[128.60941599,35.8748265],[128.60968825,35.87500755],[128.60999886,35.87514208],[128.6103359,35.87522493],[128.6106864,35.8752529],[128.61103691,35.87522493],[128.61137394,35.87514208],[128.61168456,35.87500755],[128.61195681,35.8748265],[128.61218025,35.8746059],[128.61234627,35.87435421],[128.61244851,35.8740811],[128.61248303,35.87379709]]]}"
6315504,2017050,2711013900,27110003  ,대구광역시 중구3,대구광역시 중구 계산동2가(계산오거리 부근),4,4,0,2,1,1,128.5874358,35.86690758,"{""type"":""Polygon"",""coordinates"":[[[128.58923242,35.86690758],[128.58919789,35.86662354],[128.58909566,35.86635041],[128.58892963,35.86609869],[128.58870619,35.86587806],[128.58843394,35.86569699],[128.58812333,35.86556244],[128.58778629,35.86547959],[128.58743579,35.86545162],[128.58708528,35.86547959],[128.58674824,35.86556244],[128.58643763,35.86569699],[128.58616538,35.86587806],[128.58594194,35.86609869],[128.58577591,35.86635041],[128.58567368,35.86662354],[128.58563915,35.86690758],[128.58567368,35.86719162],[128.58577591,35.86746475],[128.58594194,35.86771646],[128.58616538,35.86793709],[128.58643763,35.86811815],[128.58674824,35.8682527],[128.58708528,35.86833555],[128.58743579,35.86836352],[128.58778629,35.86833555],[128.58812333,35.8682527],[128.58843394,35.86811815],[128.58870619,35.86793709],[128.58892963,35.86771646],[128.58909566,35.86746475],[128.58919789,35.86719162],[128.58923242,35.86690758]]]}"
6315505,2017050,2711010200,27110004  ,대구광역시 중구4,대구광역시 중구 동인동2가(종각네거리 부근),4,4,0,2,1,1,128.6046577,35.86904379,"{""type"":""Polygon"",""coordinates"":[[[128.60645434,35.86904379],[128.60641981,35.86875976],[128.60631758,35.86848664],[128.60615155,35.86823493],[128.60592812,35.8680143],[128.60565586,35.86783324],[128.60534525,35.86769869],[128.60500821,35.86761584],[128.60465771,35.86758787],[128.6043072,35.86761584],[128.60397017,35.86769869],[128.60365955,35.86783324],[128.6033873,35.8680143],[128.60316386,35.86823493],[128.60299784,35.86848664],[128.6028956,35.86875976],[128.60286108,35.86904379],[128.6028956,35.86932783],[128.60299784,35.86960095],[128.60316386,35.86985265],[128.6033873,35.87007327],[128.60365955,35.87025433],[128.60397017,35.87038887],[128.6043072,35.87047172],[128.60465771,35.87049969],[128.60500821,35.87047172],[128.60534525,35.87038887],[128.60565586,35.87025433],[128.60592812,35.87007327],[128.60615155,35.86985265],[128.60631758,35.86960095],[128.60641981,35.86932783],[128.60645434,35.86904379]]]}"
6315506,2017050,2711015400,27110005  ,대구광역시 중구5,대구광역시 중구 대신동(삼천포아나고 부근),4,4,0,0,1,3,128.5773147,35.86348818,"{""type"":""Polygon"",""coordinates"":[[[128.57911132,35.86348818],[128.5790768,35.86320412],[128.57897456,35.86293098],[128.57880853,35.86267925],[128.5785851,35.86245861],[128.57831284,35.86227754],[128.57800223,35.86214298],[128.57766519,35.86206013],[128.57731469,35.86203215],[128.57696418,35.86206013],[128.57662715,35.86214298],[128.57631653,35.86227754],[128.57604428,35.86245861],[128.57582084,35.86267925],[128.57565482,35.86293098],[128.57555258,35.86320412],[128.57551806,35.86348818],[128.57555258,35.86377223],[128.57565482,35.86404537],[128.57582084,35.86429709],[128.57604428,35.86451773],[128.57631653,35.8646988],[128.57662715,35.86483335],[128.57696418,35.8649162],[128.57731469,35.86494418],[128.57766519,35.8649162],[128.57800223,35.86483335],[128.57831284,35.8646988],[128.5785851,35.86451773],[128.57880853,35.86429709],[128.57897456,35.86404537],[128.5790768,35.86377223],[128.57911132,35.86348818]]]}"
6315507,2017050,2714010100,27140001  ,대구광역시 동구1,대구광역시 동구 신암동(예약국 부근),8,8,0,1,6,1,128.6197644,35.8822653,"{""type"":""Polygon"",""coordinates"":[[[128.62156105,35.8822653],[128.62152653,35.88198131],[128.62142429,35.88170824],[128.62125826,35.88145657],[128.62103483,35.88123598],[128.62076257,35.88105495],[128.62045196,35.88092042],[128.62011492,35.88083759],[128.61976442,35.88080962],[128.61941391,35.88083759],[128.61907688,35.88092042],[128.61876626,35.88105495],[128.61849401,35.88123598],[128.61827058,35.88145657],[128.61810455,35.88170824],[128.61800231,35.88198131],[128.61796779,35.8822653],[128.61800231,35.88254929],[128.61810455,35.88282236],[128.61827058,35.88307402],[128.61849401,35.88329461],[128.61876626,35.88347564],[128.61907688,35.88361015],[128.61941391,35.88369299],[128.61976442,35.88372096],[128.62011492,35.88369299],[128.62045196,35.88361015],[128.62076257,35.88347564],[128.62103483,35.88329461],[128.62125826,35.88307402],[128.62142429,35.88282236],[128.62152653,35.88254929],[128.62156105,35.8822653]]]}"
6315510,2017050,2714011100,27140002  ,대구광역시 동구2,대구광역시 동구 방촌동(모블랑떡혼수집 부근),6,6,0,2,4,0,128.6701596,35.88064755,"{""type"":""Polygon"",""coordinates"":[[[128.67195626,35.88064755],[128.67192174,35.88036356],[128.6718195,35.88009048],[128.67165347,35.8798388],[128.67143004,35.87961821],[128.67115778,35.87943717],[128.67084717,35.87930265],[128.67051013,35.87921981],[128.67015963,35.87919184],[128.66980912,35.87921981],[128.66947209,35.87930265],[128.66916147,35.87943717],[128.66888922,35.87961821],[128.66866578,35.8798388],[128.66849976,35.88009048],[128.66839752,35.88036356],[128.668363,35.88064755],[128.66839752,35.88093154],[128.66849976,35.88120462],[128.66866578,35.88145629],[128.66888922,35.88167688],[128.66916147,35.88185791],[128.66947209,35.88199243],[128.66980912,35.88207527],[128.67015963,35.88210324],[128.67051013,35.88207527],[128.67084717,35.88199243],[128.67115778,35.88185791],[128.67143004,35.88167688],[128.67165347,35.88145629],[128.6718195,35.88120462],[128.67192174,35.88093154],[128.67195626,35.88064755]]]}"
6315511,2017050,2714011000,27140003  ,대구광역시 동구3,대구광역시 동구 검사동(등촌초등삼거리 부근),5,5,0,3,1,1,128.6570462,35.88470434,"{""type"":""Polygon"",""coordinates"":[[[128.65884278,35.88470434],[128.65880826,35.88442036],[128.65870602,35.88414729],[128.65854,35.88389563],[128.65831656,35.88367505],[128.65804431,35.88349402],[128.65773369,35.8833595],[128.65739666,35.88327667],[128.65704615,35.8832487],[128.65669565,35.88327667],[128.65635861,35.8833595],[128.656048,35.88349402],[128.65577574,35.88367505],[128.65555231,35.88389563],[128.65538628,35.88414729],[128.65528404,35.88442036],[128.65524952,35.88470434],[128.65528404,35.88498832],[128.65538628,35.88526138],[128.65555231,35.88551304],[128.65577574,35.88573362],[128.656048,35.88591464],[128.65635861,35.88604915],[128.65669565,35.88613198],[128.65704615,35.88615995],[128.65739666,35.88613198],[128.65773369,35.88604915],[128.65804431,35.88591464],[128.65831656,35.88573362],[128.65854,35.88551304],[128.65870602,35.88526138],[128.65880826,35.88498832],[128.65884278,35.88470434]]]}"
6315508,2017050,2714011900,27140004  ,대구광역시 동구4,대구광역시 동구 용계동(건설용역 부근),5,5,0,3,0,2,128.6965003,35.87379238,"{""type"":""Polygon"",""coordinates"":[[[128.69829689,35.87379238],[128.69826237,35.87350836],[128.69816013,35.87323525],[128.69799411,35.87298356],[128.69777067,35.87276294],[128.69749842,35.87258189],[128.6971878,35.87244735],[128.69685077,35.87236451],[128.69650026,35.87233653],[128.69614976,35.87236451],[128.69581272,35.87244735],[128.69550211,35.87258189],[128.69522985,35.87276294],[128.69500642,35.87298356],[128.69484039,35.87323525],[128.69473815,35.87350836],[128.69470363,35.87379238],[128.69473815,35.87407639],[128.69484039,35.87434949],[128.69500642,35.87460119],[128.69522985,35.87482179],[128.69550211,35.87500284],[128.69581272,35.87513737],[128.69614976,35.87522022],[128.69650026,35.87524819],[128.69685077,35.87522022],[128.6971878,35.87513737],[128.69749842,35.87500284],[128.69777067,35.87482179],[128.69799411,35.87460119],[128.69816013,35.87434949],[128.69826237,35.87407639],[128.69829689,35.87379238]]]}"
6315834,2017050,2714010100,27140005  ,대구광역시 동구5,대구광역시 동구 신암동(공고네거리 부근),5,5,0,0,4,1,128.6132743,35.88106909,"{""type"":""Polygon"",""coordinates"":[[[128.61507091,35.88106909],[128.61503638,35.88078509],[128.61493415,35.88051202],[128.61476812,35.88026034],[128.61454469,35.88003975],[128.61427243,35.87985871],[128.61396182,35.87972419],[128.61362478,35.87964135],[128.61327428,35.87961338],[128.61292377,35.87964135],[128.61258674,35.87972419],[128.61227612,35.87985871],[128.61200387,35.88003975],[128.61178043,35.88026034],[128.61161441,35.88051202],[128.61151217,35.88078509],[128.61147765,35.88106909],[128.61151217,35.88135308],[128.61161441,35.88162615],[128.61178043,35.88187782],[128.61200387,35.88209841],[128.61227612,35.88227944],[128.61258674,35.88241396],[128.61292377,35.8824968],[128.61327428,35.88252477],[128.61362478,35.8824968],[128.61396182,35.88241396],[128.61427243,35.88227944],[128.61454469,35.88209841],[128.61476812,35.88187782],[128.61493415,35.88162615],[128.61503638,35.88135308],[128.61507091,35.88106909]]]}"
6302402,2017050,2714011800,27140006  ,대구광역시 동구6,대구광역시 동구 율하동(범진주유소 부근),4,4,0,3,1,0,128.6914244,35.87063549,"{""type"":""Polygon"",""coordinates"":[[[128.69322104,35.87063549],[128.69318652,35.87035146],[128.69308428,35.87007834],[128.69291825,35.86982664],[128.69269482,35.86960601],[128.69242256,35.86942495],[128.69211195,35.86929041],[128.69177491,35.86920756],[128.69142441,35.86917959],[128.6910739,35.86920756],[128.69073687,35.86929041],[128.69042625,35.86942495],[128.690154,35.86960601],[128.68993056,35.86982664],[128.68976454,35.87007834],[128.6896623,35.87035146],[128.68962778,35.87063549],[128.6896623,35.87091951],[128.68976454,35.87119263],[128.68993056,35.87144433],[128.690154,35.87166495],[128.69042625,35.871846],[128.69073687,35.87198054],[128.6910739,35.87206338],[128.69142441,35.87209136],[128.69177491,35.87206338],[128.69211195,35.87198054],[128.69242256,35.871846],[128.69269482,35.87166495],[128.69291825,35.87144433],[128.69308428,35.87119263],[128.69318652,35.87091951],[128.69322104,35.87063549]]]}"
6315509,2017050,2714011000,27140007  ,대구광역시 동구7,대구광역시 동구 검사동(등촌네거리 부근),4,4,0,2,2,0,128.6500364,35.88869921,"{""type"":""Polygon"",""coordinates"":[[[128.65183307,35.88869921],[128.65179855,35.88841525],[128.65169631,35.88814219],[128.65153028,35.88789054],[128.65130685,35.88766997],[128.6510346,35.88748895],[128.65072398,35.88735444],[128.65038695,35.88727161],[128.65003644,35.88724364],[128.64968594,35.88727161],[128.6493489,35.88735444],[128.64903829,35.88748895],[128.64876603,35.88766997],[128.6485426,35.88789054],[128.64837657,35.88814219],[128.64827433,35.88841525],[128.64823981,35.88869921],[128.64827433,35.88898318],[128.64837657,35.88925623],[128.6485426,35.88950787],[128.64876603,35.88972844],[128.64903829,35.88990945],[128.6493489,35.89004396],[128.64968594,35.89012678],[128.65003644,35.89015475],[128.65038695,35.89012678],[128.65072398,35.89004396],[128.6510346,35.88990945],[128.65130685,35.88972844],[128.65153028,35.88950787],[128.65169631,35.88925623],[128.65179855,35.88898318],[128.65183307,35.88869921]]]}"
6302824,2017050,2714010200,27140008  ,대구광역시 동구8,대구광역시 동구 신천동(청구네거리 부근),4,4,0,1,2,1,128.6185724,35.86771263,"{""type"":""Polygon"",""coordinates"":[[[128.62036902,35.86771263],[128.6203345,35.86742859],[128.62023226,35.86715546],[128.62006623,35.86690375],[128.6198428,35.86668312],[128.61957054,35.86650205],[128.61925993,35.8663675],[128.61892289,35.86628465],[128.61857239,35.86625667],[128.61822188,35.86628465],[128.61788485,35.8663675],[128.61757423,35.86650205],[128.61730198,35.86668312],[128.61707854,35.86690375],[128.61691252,35.86715546],[128.61681028,35.86742859],[128.61677576,35.86771263],[128.61681028,35.86799667],[128.61691252,35.86826979],[128.61707854,35.8685215],[128.61730198,35.86874212],[128.61757423,35.86892319],[128.61788485,35.86905773],[128.61822188,35.86914058],[128.61857239,35.86916855],[128.61892289,35.86914058],[128.61925993,35.86905773],[128.61957054,35.86892319],[128.6198428,35.86874212],[128.62006623,35.8685215],[128.62023226,35.86826979],[128.6203345,35.86799667],[128.62036902,35.86771263]]]}"
6315514,2017050,2717010200,27170001  ,대구광역시 서구1,대구광역시 서구 비산동(원대네거리2 부근),6,6,0,4,1,1,128.5717905,35.88435379,"{""type"":""Polygon"",""coordinates"":[[[128.57358717,35.88435379],[128.57355265,35.88406981],[128.57345041,35.88379674],[128.57328438,35.88354508],[128.57306095,35.8833245],[128.5727887,35.88314347],[128.57247808,35.88300895],[128.57214105,35.88292612],[128.57179054,35.88289815],[128.57144004,35.88292612],[128.571103,35.88300895],[128.57079239,35.88314347],[128.57052013,35.8833245],[128.5702967,35.88354508],[128.57013067,35.88379674],[128.57002843,35.88406981],[128.56999391,35.88435379],[128.57002843,35.88463777],[128.57013067,35.88491084],[128.5702967,35.88516249],[128.57052013,35.88538307],[128.57079239,35.8855641],[128.571103,35.88569861],[128.57144004,35.88578144],[128.57179054,35.88580941],[128.57214105,35.88578144],[128.57247808,35.88569861],[128.5727887,35.8855641],[128.57306095,35.88538307],[128.57328438,35.88516249],[128.57345041,35.88491084],[128.57355265,35.88463777],[128.57358717,35.88435379]]]}"
6315515,2017050,2717010200,27170002  ,대구광역시 서구2,대구광역시 서구 비산동(탑성인텍 부근),6,6,0,1,4,1,128.5574985,35.88605876,"{""type"":""Polygon"",""coordinates"":[[[128.55929509,35.88605876],[128.55926057,35.88577479],[128.55915833,35.88550173],[128.5589923,35.88525007],[128.55876887,35.88502949],[128.55849661,35.88484847],[128.558186,35.88471395],[128.55784897,35.88463112],[128.55749846,35.88460315],[128.55714796,35.88463112],[128.55681092,35.88471395],[128.55650031,35.88484847],[128.55622805,35.88502949],[128.55600462,35.88525007],[128.55583859,35.88550173],[128.55573635,35.88577479],[128.55570183,35.88605876],[128.55573635,35.88634274],[128.55583859,35.8866158],[128.55600462,35.88686745],[128.55622805,35.88708802],[128.55650031,35.88726904],[128.55681092,35.88740355],[128.55714796,35.88748638],[128.55749846,35.88751435],[128.55784897,35.88748638],[128.558186,35.88740355],[128.55849661,35.88726904],[128.55876887,35.88708802],[128.5589923,35.88686745],[128.55915833,35.8866158],[128.55926057,35.88634274],[128.55929509,35.88605876]]]}"
6315513,2017050,2717010200,27170003  ,대구광역시 서구3,대구광역시 서구 비산동(신동아반점 부근),6,6,0,1,3,2,128.5710841,35.88698909,"{""type"":""Polygon"",""coordinates"":[[[128.57288074,35.88698909],[128.57284622,35.88670511],[128.57274398,35.88643206],[128.57257796,35.8861804],[128.57235452,35.88595983],[128.57208227,35.8857788],[128.57177165,35.88564429],[128.57143462,35.88556146],[128.57108411,35.88553349],[128.57073361,35.88556146],[128.57039657,35.88564429],[128.57008596,35.8857788],[128.5698137,35.88595983],[128.56959027,35.8861804],[128.56942424,35.88643206],[128.569322,35.88670511],[128.56928748,35.88698909],[128.569322,35.88727306],[128.56942424,35.88754611],[128.56959027,35.88779776],[128.5698137,35.88801833],[128.57008596,35.88819935],[128.57039657,35.88833386],[128.57073361,35.88841669],[128.57108411,35.88844466],[128.57143462,35.88841669],[128.57177165,35.88833386],[128.57208227,35.88819935],[128.57235452,35.88801833],[128.57257796,35.88779776],[128.57274398,35.88754611],[128.57284622,35.88727306],[128.57288074,35.88698909]]]}"
6315517,2017050,2717010100,27170004  ,대구광역시 서구4,대구광역시 서구 내당동(삼원수산 부근),6,6,0,1,2,3,128.5570135,35.85926337,"{""type"":""Polygon"",""coordinates"":[[[128.55881008,35.85926337],[128.55877556,35.8589793],[128.55867332,35.85870615],[128.5585073,35.85845441],[128.55828386,35.85823375],[128.55801161,35.85805267],[128.55770099,35.85791811],[128.55736396,35.85783524],[128.55701345,35.85780727],[128.55666295,35.85783524],[128.55632591,35.85791811],[128.5560153,35.85805267],[128.55574304,35.85823375],[128.55551961,35.85845441],[128.55535358,35.85870615],[128.55525135,35.8589793],[128.55521682,35.85926337],[128.55525135,35.85954744],[128.55535358,35.85982059],[128.55551961,35.86007233],[128.55574304,35.86029298],[128.5560153,35.86047406],[128.55632591,35.86060862],[128.55666295,35.86069148],[128.55701345,35.86071945],[128.55736396,35.86069148],[128.55770099,35.86060862],[128.55801161,35.86047406],[128.55828386,35.86029298],[128.5585073,35.86007233],[128.55867332,35.85982059],[128.55877556,35.85954744],[128.55881008,35.85926337]]]}"
6302694,2017050,2717010200,27170005  ,대구광역시 서구5,대구광역시 서구 비산동(맘모스치킨호프 부근),5,5,0,4,1,0,128.5628825,35.88640644,"{""type"":""Polygon"",""coordinates"":[[[128.56467912,35.88640644],[128.5646446,35.88612247],[128.56454236,35.88584941],[128.56437634,35.88559775],[128.5641529,35.88537717],[128.56388065,35.88519615],[128.56357003,35.88506163],[128.563233,35.8849788],[128.56288249,35.88495083],[128.56253199,35.8849788],[128.56219495,35.88506163],[128.56188434,35.88519615],[128.56161208,35.88537717],[128.56138865,35.88559775],[128.56122262,35.88584941],[128.56112038,35.88612247],[128.56108586,35.88640644],[128.56112038,35.88669041],[128.56122262,35.88696347],[128.56138865,35.88721512],[128.56161208,35.88743569],[128.56188434,35.88761671],[128.56219495,35.88775122],[128.56253199,35.88783405],[128.56288249,35.88786202],[128.563233,35.88783405],[128.56357003,35.88775122],[128.56388065,35.88761671],[128.5641529,35.88743569],[128.56437634,35.88721512],[128.56454236,35.88696347],[128.5646446,35.88669041],[128.56467912,35.88640644]]]}"
6315516,2017050,2717010200,27170006  ,대구광역시 서구6,대구광역시 서구 비산동(북비산네거리 부근),5,5,0,2,3,0,128.5732795,35.87933758,"{""type"":""Polygon"",""coordinates"":[[[128.57507615,35.87933758],[128.57504163,35.87905358],[128.57493939,35.87878049],[128.57477336,35.87852881],[128.57454993,35.87830822],[128.57427768,35.87812717],[128.57396706,35.87799265],[128.57363003,35.87790981],[128.57327952,35.87788184],[128.57292902,35.87790981],[128.57259198,35.87799265],[128.57228137,35.87812717],[128.57200911,35.87830822],[128.57178568,35.87852881],[128.57161965,35.87878049],[128.57151741,35.87905358],[128.57148289,35.87933758],[128.57151741,35.87962157],[128.57161965,35.87989466],[128.57178568,35.88014633],[128.57200911,35.88036692],[128.57228137,35.88054796],[128.57259198,35.88068248],[128.57292902,35.88076532],[128.57327952,35.88079329],[128.57363003,35.88076532],[128.57396706,35.88068248],[128.57427768,35.88054796],[128.57454993,35.88036692],[128.57477336,35.88014633],[128.57493939,35.87989466],[128.57504163,35.87962157],[128.57507615,35.87933758]]]}"
6302685,2017050,2717010300,27170007  ,대구광역시 서구7,대구광역시 서구 평리동(삼원조명전기 부근),5,5,0,1,3,1,128.5575887,35.87905134,"{""type"":""Polygon"",""coordinates"":[[[128.55938532,35.87905134],[128.55935079,35.87876734],[128.55924856,35.87849425],[128.55908253,35.87824257],[128.5588591,35.87802197],[128.55858684,35.87784093],[128.55827623,35.87770641],[128.55793919,35.87762356],[128.55758869,35.87759559],[128.55723818,35.87762356],[128.55690115,35.87770641],[128.55659053,35.87784093],[128.55631828,35.87802197],[128.55609484,35.87824257],[128.55592882,35.87849425],[128.55582658,35.87876734],[128.55579206,35.87905134],[128.55582658,35.87933533],[128.55592882,35.87960842],[128.55609484,35.87986009],[128.55631828,35.88008069],[128.55659053,35.88026172],[128.55690115,35.88039624],[128.55723818,35.88047908],[128.55758869,35.88050705],[128.55793919,35.88047908],[128.55827623,35.88039624],[128.55858684,35.88026172],[128.5588591,35.88008069],[128.55908253,35.87986009],[128.55924856,35.87960842],[128.55935079,35.87933533],[128.55938532,35.87905134]]]}"
6302400,2017050,2717010200,27170008  ,대구광역시 서구8,대구광역시 서구 비산동(비산네거리 부근),4,4,0,1,2,1,128.5696407,35.87240828,"{""type"":""Polygon"",""coordinates"":[[[128.57143736,35.87240828],[128.57140284,35.87212425],[128.5713006,35.87185114],[128.57113458,35.87159944],[128.57091114,35.87137883],[128.57063889,35.87119777],[128.57032827,35.87106323],[128.56999124,35.87098038],[128.56964073,35.87095241],[128.56929023,35.87098038],[128.56895319,35.87106323],[128.56864258,35.87119777],[128.56837032,35.87137883],[128.56814689,35.87159944],[128.56798086,35.87185114],[128.56787862,35.87212425],[128.5678441,35.87240828],[128.56787862,35.8726923],[128.56798086,35.8729654],[128.56814689,35.8732171],[128.56837032,35.87343771],[128.56864258,35.87361876],[128.56895319,35.8737533],[128.56929023,35.87383614],[128.56964073,35.87386411],[128.56999124,35.87383614],[128.57032827,35.8737533],[128.57063889,35.87361876],[128.57091114,35.87343771],[128.57113458,35.8732171],[128.5713006,35.8729654],[128.57140284,35.8726923],[128.57143736,35.87240828]]]}"
6302702,2017050,2717010200,27170009  ,대구광역시 서구9,대구광역시 서구 비산동(신일밧데리 부근),4,4,0,0,1,3,128.574838,35.87256924,"{""type"":""Polygon"",""coordinates"":[[[128.57663463,35.87256924],[128.5766001,35.87228522],[128.57649786,35.87201211],[128.57633184,35.87176041],[128.5761084,35.87153979],[128.57583615,35.87135874],[128.57552554,35.8712242],[128.5751885,35.87114135],[128.57483799,35.87111338],[128.57448749,35.87114135],[128.57415045,35.8712242],[128.57383984,35.87135874],[128.57356759,35.87153979],[128.57334415,35.87176041],[128.57317812,35.87201211],[128.57307589,35.87228522],[128.57304136,35.87256924],[128.57307589,35.87285326],[128.57317812,35.87312637],[128.57334415,35.87337807],[128.57356759,35.87359868],[128.57383984,35.87377973],[128.57415045,35.87391426],[128.57448749,35.87399711],[128.57483799,35.87402508],[128.5751885,35.87399711],[128.57552554,35.87391426],[128.57583615,35.87377973],[128.5761084,35.87359868],[128.57633184,35.87337807],[128.57649786,35.87312637],[128.5766001,35.87285326],[128.57663463,35.87256924]]]}"
6315518,2017050,2720010200,27200001  ,대구광역시 남구1,대구광역시 남구 봉덕동(영대네거리 부근),6,6,0,2,2,2,128.5906252,35.84541439,"{""type"":""Polygon"",""coordinates"":[[[128.59242188,35.84541439],[128.59238736,35.84513027],[128.59228512,35.84485707],[128.59211909,35.84460528],[128.59189566,35.84438459],[128.5916234,35.84420347],[128.59131279,35.84406889],[128.59097575,35.84398601],[128.59062525,35.84395803],[128.59027474,35.84398601],[128.58993771,35.84406889],[128.58962709,35.84420347],[128.58935484,35.84438459],[128.5891314,35.84460528],[128.58896538,35.84485707],[128.58886314,35.84513027],[128.58882862,35.84541439],[128.58886314,35.84569851],[128.58896538,35.84597171],[128.5891314,35.84622349],[128.58935484,35.84644418],[128.58962709,35.84662529],[128.58993771,35.84675987],[128.59027474,35.84684274],[128.59062525,35.84687073],[128.59097575,35.84684274],[128.59131279,35.84675987],[128.5916234,35.84662529],[128.59189566,35.84644418],[128.59211909,35.84622349],[128.59228512,35.84597171],[128.59238736,35.84569851],[128.59242188,35.84541439]]]}"
